avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
-0.36277840036961034,40,261.0,561.4,-1.486812433559817,-0.26866588426309973,26.8,4.829051483193299,39.8,39.2,40.5,2.39,59.2,23.0,32.5,3.5,43.4,4.3,37.3,12.3,44.8,32.0,47.5,32.9,99.69304485,0.044920267,0.0,0.0,55.49945907,6.838709677000001
-0.373178407481499,35,167.3,345.6,-1.4293715963841738,-0.2432319304361412,38.8,-0.29138108893851644,32.3,30.8,35.2,3.51,44.3,24.7,49.0,0.5,35.5,6.4,31.7,11.5,27.2,18.8,45.3,34.1,94.7913826,1.649850014,0.063630579,2.854285974,52.81829642,4.799131378999999
-0.2213383036479246,124,191.0,468.4,-0.4189275054317107,-0.1626796748471234,15.5,-0.29138108893851644,42.2,40.9,43.8,2.54,48.2,24.0,38.3,6.4,43.5,10.2,48.5,10.6,67.4,44.9,34.5,16.0,95.10234811,1.741749074,0.3764294139999999,0.445611037,50.56079956,3.996826341
0.9369920826989122,7,165.4,453.5494221,0.6952753231935183,-0.29943588219783085,11.1,-0.29138108893851644,41.6,38.3,46.3,2.53,54.2,21.1,51.0,6.2,32.5,10.6,57.1,5.8,70.9,49.6,30.1,15.2,85.83386993,0.933676755,0.160978751,7.244043786000001,52.56518082,3.29153605
-0.3939784217052763,20,160.6,349.7,-1.7176548731341865,-0.28294589973769074,35.3,-0.29138108893851644,43.9,41.2,47.8,2.49,30.2,46.6,35.4,4.0,40.6,5.9,28.6,14.6,54.8,30.4,45.1,24.5,24.53552528,73.22373607,0.3940997639999999,1.396239162,33.64120782,3.166561115
2.4459168536477867,1292,120.1,392.9,4.173351216974768,2.785324077984971,7.2,0.049710258595228415,38.5,37.0,40.0,2.76,53.2,12.7,23.5,19.9,14.0,26.6,67.1,6.1,77.0,56.4,23.0,11.5,55.62676166,17.6079398,14.56193834,7.859929519,53.70241078,5.281994667
0.9369920826989122,36,153.9,453.5494221,1.524930189624954,-0.23908266536906048,10.0,-0.29138108893851644,34.7,34.7,34.6,2.72,62.3,9.2,35.0,6.5,31.2,21.2,64.8,3.7,80.4,52.1,23.8,10.7,94.08618785,1.290607735,0.901657459,0.6850828729999999,62.60986328,8.095893103
-0.40576509643208347,14,174.1,334.7,-0.8611887488881079,-0.2906019630227558,24.1,-0.29138108893851644,38.2,37.4,38.6,2.71,53.8,26.7,41.0,0.0,30.7,9.2,54.7,10.0,43.8,28.0,40.3,28.3,89.99500583,3.878808057,0.0,3.712335608,52.67245318,4.238618524
-0.04315151513089894,234,213.2,493.1,0.16950904765807906,0.03061658960762509,20.9,-0.11304231895550522,35.2,34.4,36.0,2.78,47.7,24.4,42.9,4.5,40.0,9.8,55.6,5.5,59.8,42.6,32.8,20.1,71.23077469,18.53435277,0.913590321,0.7778822440000001,47.74235394,5.230870955
-0.1436849172124893,134,150.9,480.7,-0.23689317605861027,-0.12069625088881213,16.5,-0.26209766249489014,42.9,40.9,44.0,2.4,50.1,13.3,29.0,6.4,34.5,13.1,56.0,8.7,65.8,45.0,40.7,22.5,96.0271106,0.997907362,0.4653777679999999,0.501296186,48.48832759,4.741223308
-0.4161651035439721,4,187.3,502.1,-0.07893087382559152,-0.3042722298674174,15.0,-0.29138108893851644,52.0,49.8,53.4,1.94,59.4,6.0,23.3,0.9,41.7,14.1,64.1,1.7,70.1,25.6,31.4,11.4,95.64596717,0.7137758740000001,0.214132762,0.7137758740000001,52.60869565,3.361344538
-0.28027167728196034,85,204.5,478.1,-0.026553463048379314,-0.15727224553389563,13.9,-0.29138108893851644,30.0,28.8,31.4,2.82,55.0,11.5,47.2,5.7,35.8,13.6,44.8,7.5,69.3,24.8,31.8,15.8,76.97804711,14.26747466,1.716975379,1.301547374,55.90180473,7.229203117999999
-0.41685843735143135,5,151.4,300.1,-0.9195426629552714,-0.30181836342989654,22.1,-0.29138108893851644,43.1,41.1,48.7,2.36,52.5,39.0,13.2,2.5,28.3,11.4,39.9,13.6,58.4,33.5,38.0,17.3,88.33844805,6.093818501,0.043840421,3.156510303,51.70842825,6.788511749
-0.2948316872386044,81,169.1,387.6,0.48003819776513273,-0.16431558580547065,16.9,0.5479138957219502,35.5,34.5,36.6,3.04,52.1,19.4,36.3,5.0,36.0,9.3,56.9,6.5,57.7,39.0,32.6,20.5,91.7194474,0.784272051,0.312433581,4.055260361,53.23829981,5.556068297
-0.12219156918125273,166,136.7,356.1,0.043006394687442925,0.044789527274033396,21.0,0.08210671187815505,34.2,33.1,35.2,3.04,46.6,23.0,31.0,1.5,32.1,9.1,54.6,9.2,50.4,36.4,37.1,24.4,53.09790383,0.552212446,0.51465241,5.154515595,48.79315011,6.09617959
-0.24629832071645738,110,205.0,485.3,-0.9129851107343526,-0.18934204908462268,22.2,-0.29138108893851644,40.9,38.5,43.1,2.51,44.0,22.8,40.2,2.1,40.5,11.0,47.6,7.6,52.8,32.4,42.4,25.1,63.5620553,34.32552872,0.337297191,0.182189724,42.25182366,6.027155315
-0.06949819981435021,163,156.2,473.8,1.0744512541448739,0.12067794943998124,15.9,2.1296157520405057,29.8,29.5,30.4,2.37,43.4,4.1,18.2,15.0,17.1,27.4,69.0,3.5,81.2,60.6,20.9,10.4,84.14684873,5.447660575,5.971915431,1.948564216,42.80662505,4.117879551000001
-0.2747250068222864,80,158.4,417.3,3.227569571339973,-0.11485158719217156,4.0,-0.20618393799841656,37.5,36.6,38.1,2.57,58.6,11.5,29.7,23.0,14.7,32.8,67.4,5.5,82.8,63.4,19.9,9.5,86.74607489,1.001663948,6.003393796,2.1367732580000003,57.20113892,5.099793071000001
-0.4140851021215944,7,195.9,379.3,-1.2934061465377815,-0.29589636576067957,38.6,0.1488820057865783,29.8,29.7,30.1,3.37,39.9,50.1,30.3,2.8,34.4,12.7,43.2,29.4,32.0,16.8,51.4,41.4,30.99542058,0.28922632,0.28922632,0.3615328989999999,43.69406021,9.343715239
0.31738206474790787,371,166.8,491.6,0.6458031570711436,0.2718628914433113,13.1,0.23904702098849231,39.7,38.6,41.2,2.53,50.0,17.6,37.6,5.5,30.7,15.7,59.9,8.4,70.8,52.7,32.8,17.9,80.83532158,11.06955027,1.188332179,3.3648887860000003,49.61094928,5.596635235
-0.3780317441337137,29,183.4,433.5,0.10584268622206994,-0.27527496453482253,14.5,-0.29138108893851644,44.8,45.0,44.5,2.53,45.4,16.8,40.5,13.0,38.5,9.0,57.0,8.5,67.2,45.3,35.3,17.2,55.74387947,41.03667832,0.0,0.197291723,46.16805171,1.972920696
-0.019578165677284647,267,154.6,350.1,-0.16409604570739775,0.06766253685528835,18.7,-0.29138108893851644,40.0,38.2,41.8,2.42,50.4,17.9,37.9,4.4,23.4,14.5,42.3,8.7,64.7,27.0,43.5,20.5,80.02036299,3.874366549,1.679174991,7.288251946,49.64669739,5.457360828
-0.40576509643208347,10,106.5,357.4,-0.6167331629310716,-0.295554311651207,11.6,-0.29138108893851644,46.9,44.9,50.1,2.08,58.1,16.3,12.2,21.1,33.2,13.5,60.3,0.9,79.1,36.6,28.7,9.0,96.63253697,0.5233219570000001,0.0,0.0682593859999999,50.99108028,9.305373526
-0.3509917256428032,42,150.7,400.5,-0.1297311517901777,-0.2428363374225772,17.7,-0.29138108893851644,37.6,36.1,41.6,2.61,46.5,11.2,33.1,2.9,31.3,9.8,57.0,9.0,59.0,37.1,37.0,22.3,91.3352791,1.445640277,2.129697191,0.957679679,49.20913884,2.713797035
0.6557289627880188,496,165.0,497.0,2.1557003076852324,0.6900820407530013,8.3,-0.15376895260048104,38.2,36.9,39.3,2.78,52.6,10.9,32.0,10.4,24.1,22.9,64.2,6.8,79.6,57.5,22.4,10.0,68.72531812,22.71494564,3.43382819,1.998317976,55.39611463,4.829985959
-0.14229824959757081,153,175.2,444.5,3.7721784336367863,-0.0389155748892536,7.2,-0.29138108893851644,40.6,39.8,41.7,2.87,52.7,8.1,38.4,8.6,31.5,17.4,63.9,7.6,82.1,58.4,24.3,11.0,81.8696318,12.7072375,1.401558027,0.489380119,57.54132563,3.454078056
0.9369920826989122,19,178.0,453.5494221,-0.04207577020422509,-0.29338896041906737,12.8,-0.29138108893851644,49.2,47.6,50.4,2.18,63.2,43.3,20.7,6.1,42.4,13.4,57.6,3.3,76.1,35.3,38.7,14.9,98.03272302,0.1947798989999999,0.077911959,0.116867939,56.35407537,7.09382151
-0.36763173702182506,40,227.4,465.4,-0.23996443469372414,-0.2643262586481386,18.7,-0.29138108893851644,41.9,41.6,42.7,2.56,56.2,12.9,41.1,3.7,40.2,7.6,48.8,9.0,61.9,40.3,40.4,22.1,89.67242325,0.212445175,0.0,0.390625,54.94211932,3.2405891980000003
0.25567535588403517,352,188.4,536.3,1.0727081073519713,0.16831270216349206,13.0,-0.14149780296376188,39.8,37.8,41.4,2.43,45.9,7.6,29.1,13.5,29.0,16.2,61.3,7.6,76.4,56.3,31.9,15.9,87.26641651,6.112570356,2.335209506,0.696685428,45.44265292,4.18906927
-0.2643249997103977,111,187.5,396.3,-0.18443275829125985,-0.17173369840568517,16.6,-0.29138108893851644,42.0,41.5,42.5,2.5,54.0,14.0,28.7,5.1,40.2,9.6,52.1,9.0,65.0,42.8,38.1,18.9,97.14582702,0.634501278,0.324830006,0.129932002,54.65468838,6.309693152
-0.2560049940208868,111,228.0,501.8,-1.077421958198152,-0.18612376607201958,25.5,-0.29138108893851644,38.2,36.9,39.6,2.52,44.8,34.2,37.1,1.1,41.3,6.3,46.1,9.6,51.6,32.2,41.4,24.1,67.02505497,29.80502066,0.56536761,0.275435502,45.53971759,5.000553159
0.27162203345559777,395,191.5,501.1,-0.1827726184884956,0.23187230447062301,15.6,-0.2608619014089145,39.8,38.3,41.0,2.54,49.0,19.6,32.1,6.8,30.6,14.4,55.1,8.6,60.6,32.1,36.3,19.6,82.06874134,10.76742343,2.033612199,0.616470776,47.33223403,5.729334092
-0.4154717697365129,5,113.5,337.6,-0.5470902982051111,-0.3019313900052006,12.7,-0.29138108893851644,54.5,53.2,55.4,2.1,55.6,20.8,32.7,8.9,32.6,13.5,44.8,7.0,66.2,30.8,50.8,20.6,98.36214741,0.8644222020000001,0.136487716,0.045495905,49.03846154,7.936507937000001
-0.3932850878978171,17,149.6,401.1,1.311353203999333,-0.2864348516543113,9.3,-0.29138108893851644,49.1,48.9,49.2,2.26,63.9,13.1,47.2,3.7,25.6,19.9,57.0,2.9,68.1,39.9,31.5,13.1,92.38325932,4.185170233,0.8074283409999999,0.309514197,58.75343721,5.182481752
-0.18528494566004391,134,186.0,483.7,-0.4864951954042158,-0.10087793322432555,19.5,-0.29138108893851644,36.1,34.3,37.4,2.73,43.1,19.0,37.6,3.8,35.8,11.1,53.7,11.9,62.4,43.6,33.5,18.8,60.320618,34.41416063,1.755557814,1.3925392419999998,43.38811118,6.920828113
-0.4099250992768389,7,106.1,307.1,0.8500003528111467,-0.2944270202817277,9.6,-0.29138108893851644,52.9,51.2,53.5,2.31,61.0,17.3,37.6,2.4,19.4,30.8,56.4,6.7,69.8,31.7,35.0,13.9,97.72925764,0.0,0.829694323,0.0,56.86868687,2.292993631
-0.3863517498232246,24,181.9,464.7,-0.46541141990910984,-0.2804712126152455,24.0,-0.29138108893851644,37.3,35.7,38.8,2.78,47.5,23.7,38.9,6.0,37.9,13.2,56.8,5.1,56.8,27.5,36.8,20.6,63.91384349,0.043294729,0.184002598,0.422123606,48.94355093,6.866002215
